episode,timestep,reward
1330,40573,241.884
1331,40687,262.668
1332,40799,252.218
1333,40914,250.111
1334,41030,249.312
1335,41140,240.654
1336,41262,263.471
1337,41379,251.999
1338,41498,259.415
1339,41607,233.156
1340,41727,252.778
1341,41844,246.091
1342,41957,241.11
1343,42079,270.439
1344,42198,249.633
1345,42331,283.91
1346,42463,284.108
1347,42546,160.102
1348,42671,265.296
1349,42799,286.439
1350,42909,237.075
1351,43046,298.69
1352,43126,153.432
1353,43260,305.022
1354,43373,230.167
1355,43452,150.166
1356,43579,308.802
1357,43667,158.813
1358,43742,135.706
1359,43816,129.926
1360,43888,124.786
1361,43959,123.48
1362,44051,162.407
1363,44204,306.485
1364,44287,147.549
1365,44381,188.532
1366,44478,177.443
1367,44674,512.533
1368,44757,165.486
1369,44836,143.859
1370,44917,155.281
1371,45056,292.86
1372,45146,189.475
1373,45234,184.821
1374,45337,238.921
1375,45420,163.704
1376,45543,288.55
1377,45637,199.339
1378,45753,271.078
1379,45873,265.635
1380,45983,254.579
1381,46111,267.496
1382,46268,317.876
1383,46406,290.726
1384,46544,286.527
1385,46703,318.298
1386,46844,292.813
1387,46989,288.264
1388,47126,306.575
1389,47300,340.198
1390,47443,306.87
1391,47599,322.659
1392,47621,26.58
1393,47774,278.788
1394,47915,301.969
1395,48059,309.733
1396,48196,327.161
1397,48367,353.507
1398,48523,319.875
1399,48682,349.197
1400,48839,354.142
1401,48977,327.918
1402,49154,367.071
1403,49322,354.523
1404,49463,320.52
1405,49600,276.623
1406,49733,327.737
1407,49886,320.527
1408,50022,232.478
1409,50169,320.187
1410,50281,203.558
1411,50409,222.809
1412,50546,255.9
1413,50704,339.397
1414,50849,332.211
1415,50979,256.482
1416,51095,268.507
1417,51253,335.227
1418,51380,300.363
1419,51519,286.705
1420,51635,247.409
1421,51756,283.215
1422,51875,266.314
1423,52001,286.922
1424,52106,228.251
1425,52213,240.485
1426,52322,243.174
1427,52428,243.935
1428,52543,270.136
1429,52650,223.392
1430,52757,273.176
1431,52873,288.116
1432,52995,293.825
1433,53115,289.925
1434,53224,250.208
1435,53336,265.108
1436,53442,250.011
1437,53548,238.021
1438,53670,289.433
1439,53780,274.708
1440,53880,219.397
1441,53993,270.495
1442,54108,284.891
1443,54217,265.678
1444,54325,263.9
1445,54423,228.194
1446,54525,234.88
1447,54643,296.724
1448,54754,265.644
1449,54862,276.767
1450,54972,268.527
1451,55077,247.541
1452,55190,259.711
1453,55298,254.352
1454,55433,310.245
1455,55546,299.465
1456,55663,301.894
1457,55774,278.105
1458,55901,303.933
1459,56024,282.986
1460,56149,280.0
1461,56284,296.733
1462,56450,381.427
1463,56624,394.156
1464,56754,263.091
1465,56898,308.34
1466,57004,264.77
1467,57161,330.176
1468,57327,381.378
1469,57502,407.329
1470,57659,341.007
1471,57782,258.223
1472,57921,293.366
1473,58048,264.176
1474,58202,338.814
1475,58320,275.863
1476,58426,260.781
1477,58558,279.5
1478,58690,285.473
1479,58860,345.355
1480,58981,242.97
1481,59098,248.588
1482,59229,272.494
1483,59365,290.393
1484,59494,274.305
1485,59616,246.483
1486,59745,269.056
1487,59880,283.208
1488,60011,280.231
1489,60132,258.64
1490,60259,313.714
1491,60386,269.12
1492,60508,271.952
1493,60634,265.698
1494,60765,293.286
1495,60882,247.447
